61451-78-3	127.1086733	15.97469978	3.130417785	1	16.21711574	14.50506801
1120-21-4	213.1166982	15.68593516	0	1	0	0
60-35-5	55.182319	13.1675234	11.55252328	1	18.33631617	12.44331278
541-35-5	88.73243418	14.26708154	8.689743533	1	11.75211049	11.29041641
629-11-8	123.3207147	14.67096558	4.66409616	1	10.28856602	13.35339717
123-39-7	57.4581892	13.26901568	12.1006525	1	13.73756896	10.59102834
13325-10-5	97.22647365	15.36756323	5.777854633	1	6.980377934	16.33760714
1792-81-0	109.6074459	15.52978254	3.924371675	1	9.651064947	13.66170066
79-09-4	74.92573685	12.53419955	4.244712654	1	14.99553045	11.02162355
75-21-8	47.73126623	13.22405288	9.804830674	1	3.496036809	6.869983091
76-09-5	125.3644652	14.90647009	4.687648051	1	8.135162266	13.81549602
627-27-0	86.38023953	14.26925103	3.041326204	1	8.09248433	12.06659465
110-94-1	105.8220449	13.05083944	6.474768733	1	18.09672237	12.20674379
79-05-0	72.10435547	13.85117334	9.822952614	1	14.20936877	11.77863583
1118-69-0	108.5862754	14.60731788	7.933192389	1	7.113008103	11.3026238
6069-98-3	179.461548	15.938678	0.403403319	1	0	0
3393-64-4	106.4330648	14.91345917	5.079637013	1	6.864267937	13.49559219
WXUAQHNMJWJLTG-UHFFFAOYSA-N	111.7740518	14.23119884	6.96072891	1	9.581711678	12.05868104
288-13-1	59.26767777	14.54429286	7.91301272	1	17.31972655	10.83153846
300-85-6	87.4810537	13.00266309	8.652021676	1	18.48450784	12.09388043
2511-91-3	144.6596218	16.02892296	0.426368337	0.998747704	0	0
99-14-9	121.3544939	13.70029049	5.945097709	1	20.97305275	13.58651458
614-80-2	118.5235908	15.57947009	6.804808973	1	16.88118614	12.35991332
598-50-5	64.91552527	13.42299008	11.40255215	1	17.4258835	12.68674925
2152-56-9	112.9775015	16.95637058	7.418639747	1	10.37772393	19.44387497
627-39-4	80.89963815	14.48752007	3.52528272	1	8.029752777	11.64369632
4316-65-8	172.6230048	15.38661561	0.273225158	0.940872398	0.35119425	1.168105996
315-30-0	80.36342103	18.60313619	9.981380656	1	16.39571732	14.34582059
513-86-0	92.88676307	14.71349013	5.235333596	1	5.324871719	13.18807228
616-45-5	75.58831797	15.1726297	11.42020756	1	7.69993137	11.67023563
61-82-5	52.47594801	15.57175858	10.83508265	1	32.29858378	12.91919327
625-52-5	81.99276435	13.88510135	9.922949913	1	14.03940756	11.97231428
109-12-6	78.06840194	17.39896789	8.747591049	1	7.683053422	12.8068486
372-09-8	68.59275009	12.30160071	8.610479957	1	21.37551704	11.30034182
144-48-9	75.8507643	17.15178414	9.980748664	1	13.67206669	11.89461644
620-24-6	100.9500806	16.10084226	5.473311789	1	15.31894681	12.8552126
124-04-9	122.3412438	13.25969299	5.39445922	1	16.89073362	12.10723696
144-62-7	59.1025555	11.85390854	9.600671766	1	24.04670224	11.13555524
123-30-8	86.74248017	17.19737736	8.655875497	1	14.00600904	12.54245232
110-17-8	83.73000014	14.49272046	4.611997073	1	18.92300166	12.09804273
627-45-2	74.59194611	13.86661021	10.32906554	1	10.56084915	10.3918975
1779-48-2	107.1522581	16.33579833	5.750183338	1	14.30056472	13.21856966
110-14-5	86.97850211	14.92242026	11.37541139	1	19.49644968	14.17233267
51-61-6	122.1630362	16.60466896	5.842417788	1	14.82800758	14.00940992
MXGRCIBAPXPYMA-UHFFFAOYSA-N	102.8625407	16.61760008	7.122322747	1	6.687419179	12.64933236
79-10-7	68.3054084	12.83585154	3.947437347	1	16.57691223	10.80246748
621-42-1	117.4946714	15.52217244	7.618541373	1	17.14905316	12.16521114
31702-61-1	129.2490486	15.046046	2.269464072	0.997259104	0.282450002	0.918294827
624-29-3	146.2717686	15.67938612	1.363545992	1	0	0
5390-04-5	95.11404379	14.6105298	3.862040156	1	8.826118989	11.55155539
110-15-6	89.03546355	12.54984381	7.435041589	1	21.1120654	12.14479088
67-47-0	94.7181803	16.82673595	9.1605241	1	7.758980848	13.21527023
111-48-8	105.968797	16.29936383	6.285156658	1	7.441049545	15.35153536
590-92-1	89.01662615	14.3389228	5.993563474	1	13.29646284	10.81148276
625-38-7	85.0184978	13.56121871	3.871333372	1	12.97505476	11.10900657
66508-53-0	109.4094094	13.42000399	6.275922572	1	34.17291437	15.33008785
IXHFNEAFAWRVCF-UHFFFAOYSA-N	108.3187902	14.58173443	8.231005027	1	7.103149621	11.38275812
103-85-5	120.8641314	17.27475266	8.808899949	1	7.881663583	12.00639922
6876-23-9	145.8555032	15.72981741	1.35104201	1	0	0
143-06-6	147.6412711	14.91127444	7.022002834	1	11.88176237	13.71942394
50-70-4	125.7719229	16.91307815	10.19021238	1	12.59529124	16.44209262
2919-23-5	78.39757165	14.759321	4.165378612	1	6.384419496	12.10284912
115-77-5	108.6738264	14.01215067	0.167548978	1	21.3745849	17.06599715
71-23-8	76.67868984	13.54564802	2.764500239	1	8.983452323	11.18279539
541-59-3	70.46617164	15.2182194	11.22198933	1	11.27325158	9.629157034
107-13-1	65.79207894	14.59951981	8.830311338	1	1.493752025	5.100373269
541-46-8	105.4926943	14.56982249	7.65972128	1	10.13135127	11.11732829
507-20-0	107.3599996	14.88613813	2.193022573	0.983691105	0.260957452	1.536139978
110-97-4	134.2241284	15.15459938	3.773143523	1	8.961122908	16.32413269
59-67-6	93.95259171	15.49232753	4.816742157	1	16.65351787	12.28793447
LOGBRYZYTBQBTB-UHFFFAOYSA-N	136.3892211	13.42296925	7.133702301	1	19.903851	13.32011607
594-36-5	123.3402374	15.27032332	2.094134213	0.992803171	0.224129115	1.843092731
